flag,t090C,c0S/m,prdM,timeM
0,2.7922427233481244,0.0001271029401137183,-0.1710701780746914,0
0,2.5990161379077676,0.00012712772063464613,-0.1703233839496287,5
0,2.42808689921344,0.00012415347898738144,-0.1717521472168925,10
0,2.2791881836345737,0.00012117641353239811,-0.17098714065600595,15
0,2.112561921724989,0.00012419394069765503,-0.17040741246445784,20
0,1.995166695790715,0.00012420899502152473,-0.1707187951975861,25
0,1.7668695407664358,0.0001242382710405906,-0.1701271171573059,30
0,1.598764523674788,0.00012425982823868222,-0.17151486994848974,35
0,1.4793589040638153,0.00012127897269048664,-0.17091123870630795,40
0,1.2528410252675144,0.00012430418835515072,-0.17228303899177544,45
0,1.1232853991292017,0.00012132463084755592,-0.17146112164448302,50
0,0.9816207164743673,0.00012134279609200103,-0.17083871001469722,55
0,0.8329023417613257,0.0001213618658155086,-0.17130347087574255,60
0,0.685574555057201,0.00012437693304755877,-0.16936650393050864,65
0,-0.30812292683975784,0.00012450436268685564,-0.1676347391282315,70
0,-2.5648633199523374,0.00012179755655738102,-0.17027354393040273,75
0,-3.2451337368844406,0.00012188478780834646,-0.172619147694788,80
0,-3.4366851314994164,0.00012190935054759614,-0.17461829329147052,85
0,-3.7375709085553126,0.00012194793341479771,-0.17260642803959841,90
0,-4.092069101889649,0.0001219933910998674,-0.17452210350849245,95
0,-4.24951143567705,0.00012201358014687608,-0.1741963701934014,100
0,-4.3556699766737665,0.00012202719302645951,-0.17298076077863975,105
0,-4.458216570540969,0.00011904411940011701,-0.17224611750854607,110
0,-4.579868895212712,0.00012205594241749736,-0.17257576348160253,115
0,-4.6018932932358325,0.00012205876667226867,-0.1701416929796383,120
0,-4.600961562097098,0.00011906242239321444,-0.17124229902203336,125
0,-4.347527246743766,0.00011902992668734073,-0.16960482981366642,130
0,-4.793176611780439,0.00012208329532558114,-0.16578074117879446,135
0,-4.948557870587592,0.00011910699185765882,-0.16577095908304193,140
0,-5.0717970577553615,0.00011912279384648764,-0.1638463506128486,145
0,-4.844039089426246,0.00011909359029598068,-0.16328854585926114,150
0,-4.80758280640606,0.0001190889158223485,-0.16191662669140144,155
0,-1.6158449536971488,2.7341366370758857,55.58237651315135,160
0,-1.6463187907695555,2.7342519174412967,73.40436022444912,165
0,-1.651211882650955,2.7357270837482654,73.40984674033822,170
0,-1.6581076744445226,2.7375336982387446,73.40477325037606,175
0,-1.6605189210389994,2.7361627938059905,73.40914454844639,180
0,-1.6685316023416021,2.7347283131443793,73.40569194707794,185
0,-1.6784409905853863,2.733636705154529,73.40678477264455,190
0,-1.674674665707414,2.7331663602926674,73.41133019753476,195
0,-1.6643559170303774,2.7338223839473445,73.40914454844639,200
0,-1.6895321049567542,2.732870392799719,73.41006324939765,205
0,-1.6877348958466882,2.7323130306702237,73.40586607488033,210
0,-1.6957023778488746,2.7319763974064366,73.4080517239155,215
0,-1.6999051690244186,2.731500427230981,73.40914454844639,220
0,-1.6991595793924716,2.7311637492447387,73.41023737298613,225
0,-1.6986512062889005,2.731111502341132,73.40477325037606,230
0,-1.7037004509667213,2.7310070703830522,73.40914454844639,235
0,-1.7031583135840264,2.730844543866187,73.41133019753476,240
0,-1.702480620411336,2.7309199934471424,73.41023737298613,245
0,-1.7004135090562613,2.7311231300823104,73.41334172623055,250
0,-1.702955008134154,2.7309954551018442,73.41115607499975,255
0,-1.6918038087707714,2.731157875037763,73.40695889939349,260
0,-1.6914647654971872,2.7318718657445786,73.41023737298613,265
0,-1.6914647654971872,2.7317209337714296,73.40695889939349,270
0,-1.6899050896243466,2.731819605129985,73.40914454844639,275
0,-1.6906849433356683,2.7318892745872007,73.41334172623055,280
0,-1.6909900948951417,2.7319589380208446,73.40897042380443,285
0,-1.6902102535297558,2.7318660491922934,73.41133019753476,290
0,-1.7034632677381296,2.7309722422876183,73.41133019753476,295
0,-1.7007862832257956,2.7309199784561753,73.41351584665858,300
0,-1.689091295590174,2.7315467652141487,73.41115607499975,305
0,-1.68603926193623,2.7318485951793514,73.41242302209224,310
0,-1.68746360444419,2.7318950496099696,73.41351584665858,315
0,-1.7072917260215945,2.7307517149807916,73.41351584665858,320
0,-1.7032599655048557,2.7307168514594364,73.41133019753476,325
0,-1.7004812867142504,2.7307806718729814,73.41133019753476,330
0,-1.7004812867142504,2.730972215252304,73.4146086712338,335
0,-1.7051573696273294,2.73079232405878,73.41115607499975,340
0,-1.7034632677381296,2.7306994410872214,73.41242302209224,345
0,-1.7044119831408011,2.7307691004441263,73.41242302209224,350
0,-1.7039376312766307,2.73072266284978,73.4146086712338,355
0,-1.7002101746523408,2.7311289330267874,73.4146086712338,360
0,-1.7160299585332268,2.730043714902929,73.41023737298613,365
0,-1.7181969689597735,2.72970132754192,73.41242302209224,370
0,-1.7160638199450204,2.729620059960963,73.41023737298613,375
0,-1.71972050228851,2.729504029363458,73.41369053641769,380
0,-1.7220563528328512,2.7293531682089025,73.41242302209224,385
0,-1.7209730950294783,2.7291674600623334,73.41041206590567,390
0,-1.7234441879163,2.7289469737006753,73.41133019753476,395
