flag,t090C,c0S/m,prdM,timeM
0,-1.7451483219649617,2.463739931031218,1.2199504322396381,985
0,-1.7426801919348236,2.461523895561661,1.2168533632234595,990
0,-1.7414286255637421,2.4618027863239677,1.2168533632234595,995
0,-1.742263012129058,2.4607234092702463,1.2133199420298963,1000
0,-1.7413590917276451,2.4591588590477067,1.2133199420298963,1005
0,-1.741011418803339,2.4614980608326866,1.2199504322396381,1010
0,-1.7421587157738258,2.4615600462038962,1.2226111500250647,1015
0,-1.748172221615505,2.460620171173131,1.2164170113754677,1020
0,-1.7427149565130548,2.4605684926958302,1.2195140807071898,1025
0,-1.7466081945252085,2.464117095839632,1.2133199420298963,1030
0,-1.7443488213194768,2.4619939132917867,1.2230475012419623,1035
0,-1.7462953739528188,2.4627480653167994,1.2137562941934363,1040
0,-1.7414981591501828,2.4606097945011496,1.2133199420298963,1045
0,-1.7445921510960147,2.4613947935094735,1.2195140807071898,1050
0,-1.7452178422007591,2.463491949837536,1.2195140807071898,1055
0,-1.7482417309997231,2.4630838570371485,1.229241639205072,1060
0,-1.7474771140545613,2.4610642874173125,1.2199504322396381,1065
0,-1.745495920649148,2.459370573295115,1.2199504322396381,1070
0,-1.7440012020505832,2.464514922388339,1.2168533632234595,1075
0,-1.7445921510960147,2.462133370776746,1.2133199420298963,1080
0,-1.7482764855982964,2.463610795210891,1.2195140807071898,1085
0,-1.7513346461105356,2.464106798063387,1.2199504322396381,1090
0,-1.7506049016663496,2.4658688459856486,1.2106592251495611,1095
0,-1.7469210100459804,2.46366244929006,1.2230475012419623,1100
0,-1.7477204045382564,2.463900108233597,1.2164170113754677,1105
0,-1.7500488874460984,2.4626757745940777,1.2168533632234595,1110
0,-1.7494233523707976,2.4632336748192176,1.2168533632234595,1115
0,-1.745600199038165,2.466876642766744,1.2199504322396381,1120
0,-1.7446964343503168,2.464799117603885,1.2230475012419623,1125
0,-1.7466081945252085,2.465936001959616,1.2133199420298963,1130
0,-1.746816738767052,2.4640705976492576,1.2137562941934363,1135
0,-1.7485197660424205,2.4684998408564196,1.2199504322396381,1140
0,-1.7496666184115383,2.465543265556253,1.2168533632234595,1145
0,-1.749006317764497,2.465135023233651,1.2230475012419623,1150
0,-1.7554693454142125,2.467564190951319,1.2199504322396381,1155
0,-1.7510219018578823,2.4685101980826647,1.2168533632234595,1160
0,-1.754044884805353,2.465295250904397,1.2199504322396381,1165
0,-1.752307595939726,2.468034586177475,1.2164170113754677,1170
0,-1.7489715644753118,2.4689289646727483,1.2199504322396381,1175
0,-1.749562361911046,2.4657809854425325,1.2195140807071898,1180
0,-1.7485545201420791,2.4666854210486293,1.2106592251495611,1185
0,-1.7489368111237695,2.468763515706883,1.2137562941934363,1190
0,-1.7535932046895368,2.4713232587317906,1.2168533632234595,1195
0,-1.748485011880291,2.4687273221302144,1.2168533632234595,1200
0,-1.749527609619463,2.471649078291057,1.2137562941934363,1205
0,-1.7500488874460984,2.4709249941822007,1.2195140807071898,1210
0,-1.7509871521847912,2.4705991843484014,1.2137562941934363,1215
0,-1.7494928572656363,2.469870026292901,1.2230475012419623,1220
0,-1.751612636762843,2.4704181885394027,1.2199504322396381,1225
0,-1.7476508932832644,2.4712973562035114,1.2199504322396381,1230
0,-1.7468862530153615,2.470593982512247,1.2106592251495611,1235
0,-1.7489715644753118,2.4694718664961796,1.2199504322396381,1240
0,-1.756928440354443,2.473361390636934,1.2195140807071898,1245
0,-1.7494928572656363,2.471747353911591,1.2168533632234595,1250
0,-1.7517516305928211,2.476202261171505,1.2133199420298963,1255
0,-1.7490410709912112,2.4720214946307117,1.2195140807071898,1260
0,-1.7437926274949973,2.4747272695608386,1.2195140807071898,1265
0,-1.7493190945609171,2.472161158776349,1.2195140807071898,1270
0,-1.7446616733279256,2.47284395812616,1.2168533632234595,1275
0,-1.7458782719977534,2.473382006279715,1.2230475012419623,1280
0,-1.7507786528370275,2.4714680585766193,1.2168533632234595,1285
0,-1.7477899155437626,2.4748928902878204,1.2230475012419623,1290
0,-1.749006317764497,2.472921589957777,1.2230475012419623,1295
0,-1.7511608999269015,2.478438553773718,1.2195140807071898,1300
0,-1.7461563409657401,2.4750688211313294,1.2137562941934363,1305
0,-1.749527609619463,2.475224095295594,1.2164170113754677,1310
0,-1.7488325506952264,2.475586352126551,1.2168533632234595,1315
0,-1.7492148361898785,2.47527584501328,1.2226111500250647,1320
0,-1.7514041441476138,2.474758372635018,1.2199504322396381,1325
0,-1.7420196530933935,2.47789487686565,1.2199504322396381,1330
0,-1.7402812853507043,2.4757829554649673,1.2199504322396381,1335
0,-1.7459477896139787,2.476207395114187,1.2137562941934363,1340
0,-1.7473033332669274,2.4785472533208166,1.2199504322396381,1345
0,-1.7496666184115383,2.4789407740925746,1.2195140807071898,1350
0,-1.7552608943072982,2.4775791802627913,1.2199504322396381,1355
0,-1.7454264014113505,2.4764713621410306,1.2195140807071898,1360
0,-1.7405246662260651,2.4782313833934886,1.2257082193290926,1365
0,-1.7420544188570943,2.480613360568773,1.2168533632234595,1370
0,-1.7437926274949973,2.48604838152046,1.2199504322396381,1375
0,-1.7473033332669274,2.4859343773162603,1.2168533632234595,1380
0,-1.7418805894145634,2.487712367892465,1.2195140807071898,1385
0,-1.7445921510960147,2.4896205193265936,1.2137562941934363,1390
0,-1.7475118700250504,2.485804804256812,1.2230475012419623,1395
0,-1.7423325427206464,2.4880441817594296,1.2164170113754677,1400
0,-1.7464344059419545,2.488272341191676,1.2168533632234595,1405
0,-1.7469557670142421,2.487966444242209,1.2106592251495611,1410
0,-1.7449745202837903,2.4879042161949804,1.2168533632234595,1415
0,-1.7486587820671388,2.482110328338569,1.2199504322396381,1420
0,-1.7457739951057647,2.4851776765436435,1.2168533632234595,1425
0,-1.7465039215624074,2.4916692518041943,1.2106592251495611,1430
0,-1.7461215825630347,2.4850170212963442,1.2106592251495611,1435
0,-1.7439664397806495,2.493443553864767,1.2168533632234595,1440
0,-1.7528287989602517,2.4920428015087124,1.2137562941934363,1445
0,-1.752307595939726,2.491607046949247,1.2168533632234595,1450
0,-1.7453568819239535,2.4910675311790675,1.2106592251495611,1455
0,-1.7433059447981236,2.492826117967145,1.2195140807071898,1460
0,-1.7449397597604274,2.493941698727775,1.2226111500250647,1465
0,-1.7462258575839655,2.492841703401567,1.2168533632234595,1470
0,-1.7525160788308085,2.4966665728432873,1.2230475012419623,1475
0,-1.7492148361898785,2.4933553832989465,1.2133199420298963,1480
0,-1.7509176526515943,2.4968586336115375,1.2106592251495611,1485
0,-1.7525160788308085,2.4968742207565006,1.2172903262676817,1490
0,-1.7510914010171063,2.4976321823517016,1.2137562941934363,1495
0,-1.7453916416988022,2.493298281954868,1.2199504322396381,1500
0,-1.7454264014113505,2.4935940393040896,1.2164170113754677,1505
0,-1.7460868240979721,2.498421356521172,1.2137562941934363,1510
0,-1.7460173069807183,2.498899079253697,1.211096188824897,1515
0,-1.7501183900965315,2.496323945358456,1.2133199420298963,1520
0,-1.7552608943072982,2.4965627690560232,1.2168533632234595,1525
0,-1.7503268965511438,2.4966821288925844,1.2168533632234595,1530
0,-1.7501183900965315,2.4976737112620717,1.2172903262676817,1535
0,-1.7462953739528188,2.498873119192879,1.2195140807071898,1540
0,-1.7498403779988507,2.497299900948332,1.2137562941934363,1545
0,-1.7465734369333745,2.498509633284947,1.2164170113754677,1550
0,-1.7489368111237695,2.4968430452997383,1.2106592251495611,1555
0,-1.749562361911046,2.498265610105611,1.2164170113754677,1560
0,-1.7541838611835487,2.499735234149473,1.2075621560918388,1565
0,-1.7501531413281554,2.500758393020257,1.2137562941934363,1570
0,-1.7504658996074908,2.4983590790728183,1.2137562941934363,1575
0,-1.7509176526515943,2.5018648578993754,1.2172903262676817,1580
0,-1.7479289368064883,2.49952226151066,1.2137562941934363,1585
0,-1.748624028154552,2.502088231303329,1.2137562941934363,1590
0,-1.754461810948726,2.4978035388352917,1.204465087020267,1595
0,-1.7559209817837313,2.4973518610176985,1.2106592251495611,1600
0,-1.7496318663070837,2.5032624594104216,1.2168533632234595,1605
0,-1.7474771140545613,2.5012882047627385,1.2137562941934363,1610
0,-1.7499446330030537,2.5005973716392335,1.2106592251495611,1615
0,-1.7522033536526464,2.4963135787616455,1.2133199420298963,1620
0,-1.7482764855982964,2.497232400069699,1.2195140807071898,1625
0,-1.7446616733279256,2.50180247098565,1.2137562941934363,1630
0,-1.7467472242691997,2.5012674201277023,1.2102228726704751,1635
0,-1.7504311489369683,2.50197395053029,1.2137562941934363,1640
0,-1.7475466259331256,2.499527452021544,1.2137562941934363,1645
0,-1.7471990640459012,2.501776514412788,1.2133199420298963,1650
0,-1.7489368111237695,2.5016570441166665,1.2164170113754677,1655
0,-1.7452178422007591,2.5011998795005725,1.2106592251495611,1660
0,-1.7436883393750122,2.498535574348639,1.2137562941934363,1665
0,-1.7479636919663335,2.5005765807946853,1.2106592251495611,1670
0,-1.745009280744739,2.49634467249613,1.2164170113754677,1675
0,-1.7432364177003023,2.4994806795402175,1.2075621560918388,1680
0,-1.7459825483285271,2.499781917074949,1.2137562941934363,1685
0,-1.7494581048493955,2.4994184088650275,1.2195140807071898,1690
0,-1.7534194787635328,2.502581830871986,1.2168533632234595,1695
0,-1.756546307064923,2.500742857763257,1.2168533632234595,1700
0,-1.7453568819239535,2.500316863673164,1.2168533632234595,1705
0,-1.7452873621871845,2.502888317533803,1.2137562941934363,1710
0,-1.7475813817789003,2.499350883009465,1.2168533632234595,1715
0,-1.7493190945609171,2.4988575599719116,1.2075621560918388,1720
0,-1.7486587820671388,2.498462917393623,1.2230475012419623,1725
0,-1.75307202223712,2.4977048826351833,1.2102228726704751,1730
0,-1.7488325506952264,2.499335311164173,1.2106592251495611,1735
0,-1.7475118700250504,2.5006129391807845,1.2230475012419623,1740
0,-1.7457044768657965,2.499828657274874,1.2164170113754677,1745
0,-1.7457044768657965,2.4987329081956413,1.2102228726704751,1750
0,-1.7458782719977534,2.497845016892445,1.2230475012419623,1755
0,-1.7488325506952264,2.5022181145218862,1.2133199420298963,1760
0,-1.7501531413281554,2.499849463341953,1.2141932575532166,1765
0,-1.7449049991746505,2.5012414352780983,1.2168533632234595,1770
0,-1.7522033536526464,2.5011479843793815,1.2075621560918388,1775
0,-1.744522628614618,2.500737576432882,1.2195140807071898,1780
0,-1.7440012020505832,2.501158314185748,1.2102228726704751,1785
0,-1.7448007170431765,2.499600138596193,1.2137562941934363,1790
0,-1.7483807490198728,2.5000000624810483,1.204465087020267,1795
0,-1.7480332020988385,2.498738118730165,1.2137562941934363,1800
0,-1.7468514959223853,2.5000156330508916,1.2075621560918388,1805
0,-1.7502573946490542,2.4986550528399522,1.2168533632234595,1810
0,-1.7420544188570943,2.5022076758710754,1.2195140807071898,1815
0,-1.74327118128042,2.499044460632094,1.2137562941934363,1820
0,-1.7413590917276451,2.501771276888412,1.2137562941934363,1825
0,-1.743444998244911,2.4995222295417547,1.2168533632234595,1830
0,-1.7427149565130548,2.4989977187990892,1.2075621560918388,1835
0,-1.7430973627562593,2.501319340597668,1.2137562941934363,1840
0,-1.7443488213194768,2.500062360183891,1.2168533632234595,1845
0,-1.7442097743605131,2.499293732309144,1.2106592251495611,1850
0,-1.7437926274949973,2.499174289874125,1.2168533632234595,1855
0,-1.7437926274949973,2.502857131002367,1.2106592251495611,1860
0,-1.7432364177003023,2.50015064558362,1.2168533632234595,1865
0,-1.7470947942636598,2.502114196300989,1.2137562941934363,1870
0,-1.747372845769064,2.505419160282445,1.2106592251495611,1875
0,-1.7441402505067458,2.504005501178702,1.2133199420298963,1880
0,-1.7486935359174822,2.504520023153157,1.2137562941934363,1885
0,-1.7453568819239535,2.503569005740916,1.2195140807071898,1890
0,-1.7453916416988022,2.5014492224999562,1.204465087020267,1895
0,-1.7459130308370731,2.503782061398686,1.2137562941934363,1900
0,-1.7458782719977534,2.5055906770333655,1.2137562941934363,1905
0,-1.746816738767052,2.504753879770106,1.2106592251495611,1910
0,-1.7497361224335463,2.505429573015479,1.2106592251495611,1915
0,-1.7521686060990191,2.5041822494466346,1.2168533632234595,1920
0,-1.7479984470637077,2.5048110588381,1.2137562941934363,1925
0,-1.748485011880291,2.5033144107839327,1.2106592251495611,1930
0,-1.746469163783388,2.5047174982499607,1.2168533632234595,1935
0,-1.747372845769064,2.5070410412885255,1.2195140807071898,1940
0,-1.747616137562261,2.510041476164287,1.2075621560918388,1945
0,-1.7475813817789003,2.5076701421848906,1.2168533632234595,1950
0,-1.7481027119819145,2.5087673081625983,1.2168533632234595,1955
0,-1.7525855726291865,2.5089077471858765,1.2106592251495611,1960
0,-1.7478941815843995,2.5083305016517974,1.2199504322396381,1965
0,-1.7495971141402151,2.5060273374112776,1.2137562941934363,1970
0,-1.7515431394737106,2.502805231295819,1.2168533632234595,1975
0,-1.7493885998297855,2.5089701288441186,1.2137562941934363,1980
0,-1.7494233523707976,2.5126269636750913,1.2199504322396381,1985
0,-1.7503268965511438,2.510691677816213,1.2199504322396381,1990
0,-1.7499098813973432,2.5098386496449922,1.2075621560918388,1995
0,-1.7469557670142421,2.5114979579296372,1.2137562941934363,2000
0,-1.7477204045382564,2.512429236027126,1.2230475012419623,2005
0,-1.7528982916367113,2.5158120311614555,1.2199504322396381,2010
0,-1.748624028154552,2.51227315214897,1.2106592251495611,2015
0,-1.753871162930352,2.514974001003426,1.2168533632234595,2020
0,-1.7551914101064198,2.5136364839457536,1.2137562941934363,2025
0,-1.7528982916367113,2.5140007482992685,1.2137562941934363,2030
0,-1.7471295509201354,2.5155985654294377,1.2168533632234595,2035
0,-1.752377090485993,2.514380658794176,1.2168533632234595,2040
0,-1.7502573946490542,2.515749544439327,1.2137562941934363,2045
0,-1.7511608999269015,2.5148907033854235,1.2164170113754677,2050
0,-1.7472338205151913,2.5177070503447014,1.2075621560918388,2055
0,-1.7487282897054683,2.5213684998684735,1.2261445702304394,2060
0,-1.7485545201420791,2.5167802921376054,1.2226111500250647,2065
0,-1.7501183900965315,2.518326725040418,1.2133199420298963,2070
0,-1.7415676924871377,2.521040242768112,1.2137562941934363,2075
0,-1.7534889693209265,2.5168844523745814,1.2164170113754677,2080
0,-1.7508829027914885,2.5226606281894867,1.2040287339100845,2085
0,-1.75119564928832,2.5171916141213652,1.2137562941934363,2090
0,-1.7551914101064198,2.5210976468236667,1.2133199420298963,2095
0,-1.7469557670142421,2.5189255762060862,1.207125803297202,2100
0,-1.7515431394737106,2.5223532153148733,1.2164170113754677,2105
0,-1.744557389886495,2.5212694846669285,1.2199504322396381,2110
0,-1.7510914010171063,2.523692413626762,1.2106592251495611,2115
0,-1.7509176526515943,2.520248526383298,1.2226111500250647,2120
0,-1.7591168767009435,2.5236143034683476,1.2164170113754677,2125
0,-1.7514388930725886,2.5240884959231073,1.2168533632234595,2130
0,-1.7534889693209265,2.523900889221205,1.204465087020267,2135
0,-1.7521686060990191,2.5244116321921792,1.2075621560918388,2140
0,-1.7452526022250936,2.5221447551361393,1.2133199420298963,2145
0,-1.7515778881493702,2.5238539742176016,1.2168533632234595,2150
0,-1.7464344059419545,2.524171847554381,1.2199504322396381,2155
0,-1.7461563409657401,2.522921133135454,1.2168533632234595,2160
0,-1.7460173069807183,2.523749705596299,1.2257082193290926,2165
0,-1.745808754132156,2.5277949611999126,1.2168533632234595,2170
