Seaguard RCM SW
Product number:	4430
Serial number:	1711

		System Parameters(0)				Doppler Current Sensor #726(726)															Conductivity #1330(1330)		Temperature #856(856)		Pressure #1140(1140)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)	Conductivity(mS/cm)	Temperature(Deg.C)	Temperature(Deg.C)	Rawdata Temperature	Pressure(kPa)	Temperature(DegC)
0	04.04.24 12:05:00	8.953	8613888	299994	0.000	410.817	347.556	401.166	-88.525	123.874	-49.701	-40.497	850.643	-64.080	5	89.832	90.000	0.858	-63.850	-64.311	-0.006	12.323	11.777	10298448	100.713	11.688
1	04.04.24 12:10:00	8.971	8617984	299993	0.000	2121.011	192.593	-2069.990	-462.416	124.655	-49.728	-40.500	0.000	-70.002	1	89.973	90.000	0.272	-69.711	-70.293	-0.005	12.090	11.598	10328166	100.698	11.468
2	04.04.24 12:15:00	8.971	8617984	299993	0.000	0.000	0.000	0.000	0.000	124.881	-49.735	-40.515	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.004	11.847	11.397	10361342	100.695	11.229
3	04.04.24 12:20:00	8.977	8622080	299994	0.000	141.110	3.207	140.889	7.894	124.122	-49.746	-40.513	135.413	-58.977	4	89.919	90.000	0.412	-62.711	-55.242	-0.005	11.595	11.156	10401026	100.703	10.958
4	04.04.24 12:25:00	8.977	8626176	299993	0.000	7993.787	183.744	-7976.723	-522.040	124.730	-49.744	-40.509	0.000	-70.866	1	89.970	90.000	0.298	-70.712	-71.021	-0.002	11.358	10.896	10443901	100.673	10.731
5	04.04.24 12:30:00	8.977	8626176	299993	0.000	1877.448	185.990	-1867.196	-195.925	124.412	-49.749	-40.538	934.237	-70.945	3	89.853	90.000	0.873	-70.697	-71.194	-0.003	11.224	11.137	10404172	100.654	10.696
6	04.04.24 12:35:00	8.977	8626176	299994	0.000	1102.130	184.534	-1098.682	-87.115	123.046	-49.735	-40.503	1258.749	-70.834	10	89.603	90.000	1.326	-70.577	-71.091	-0.005	11.594	11.599	10327909	100.619	11.173
7	04.04.24 12:40:00	8.971	8626176	299993	0.000	143.228	3.962	142.886	9.897	121.504	-49.706	-40.504	1133.292	-70.717	18	89.105	90.000	2.379	-70.384	-71.049	-0.004	11.753	11.136	10404418	100.674	11.274
8	04.04.24 12:45:00	8.971	8626176	299993	0.000	385.835	9.937	380.046	66.583	129.326	-49.740	-40.502	494.877	-71.025	7	89.669	90.000	1.401	-70.783	-71.267	-0.002	11.517	10.964	10432805	100.699	10.945
9	04.04.24 12:50:00	8.977	8626176	299994	0.000	611.163	182.393	-610.630	-25.516	122.493	-49.796	-40.538	1501.390	-70.664	11	89.653	90.000	1.130	-70.544	-70.783	-0.004	11.319	10.880	10446578	100.654	10.736
10	04.04.24 12:55:00	8.965	8626176	299994	0.000	717.644	184.499	-715.433	-56.294	122.117	-49.742	-40.530	1860.408	-70.693	13	89.537	90.000	1.429	-70.571	-70.815	-0.003	11.093	10.667	10481690	100.653	10.531
11	04.04.24 13:00:00	8.977	8626176	299993	0.000	176.846	28.808	154.959	85.219	122.531	-49.750	-40.493	1336.947	-70.930	11	89.564	90.000	1.476	-70.736	-71.125	-0.004	10.894	10.478	10512710	100.685	10.322
12	04.04.24 13:05:00	8.971	8626176	299993	0.000	0.000	0.000	0.000	0.000	124.741	-49.776	-40.513	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.001	10.613	10.262	10548209	100.685	10.060
13	04.04.24 13:10:00	8.965	8626176	299993	0.000	8488.635	4.020	8467.748	595.115	123.815	-49.774	-40.535	6309.878	-70.798	4	89.907	90.000	0.515	-70.719	-70.876	-0.002	10.307	10.025	10587177	100.688	9.787
14	04.04.24 13:15:00	8.971	8626176	299993	0.000	322.304	188.608	-318.673	-48.240	123.730	-49.771	-40.515	1079.095	-70.728	5	89.604	90.000	1.838	-70.566	-70.889	-0.001	10.062	9.784	10626727	100.685	9.544
15	04.04.24 13:20:00	8.959	8626176	299993	0.000	5674.364	184.029	-5660.337	-398.730	123.928	-49.763	-40.516	4506.267	-70.775	4	89.885	90.000	0.629	-70.711	-70.838	-0.002	9.832	9.595	10657614	100.672	9.330
16	04.04.24 13:25:00	8.953	8626176	299993	0.000	354.567	23.627	324.844	142.106	122.763	-49.805	-40.483	1000.156	-70.836	9	89.627	90.000	1.265	-70.533	-71.140	-0.002	9.624	9.427	10685107	100.639	9.161
17	04.04.24 13:30:00	8.965	8626176	299994	0.000	514.446	9.883	506.812	88.298	123.844	-49.831	-40.518	711.498	-70.711	4	89.825	90.000	0.948	-70.367	-71.055	-0.002	9.478	9.272	10710525	100.640	8.968
18	04.04.24 13:35:00	8.959	8626176	299993	0.000	0.000	0.000	0.000	0.000	124.540	-49.777	-40.523	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.001	9.290	9.037	10748816	100.629	8.796
19	04.04.24 13:40:00	8.959	8626176	299994	0.000	0.000	0.000	0.000	0.000	124.593	-49.802	-40.503	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.001	9.154	8.844	10780417	100.635	8.643
20	04.04.24 13:45:00	8.959	8626176	299994	0.000	0.000	0.000	0.000	0.000	124.600	-49.802	-40.504	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.002	8.977	8.714	10801580	100.642	8.482
21	04.04.24 13:50:00	8.953	8626176	299994	0.000	0.000	0.000	0.000	0.000	124.691	-49.802	-40.494	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.002	8.809	8.580	10823452	100.623	8.312
22	04.04.24 13:55:00	8.953	8626176	299994	0.000	0.000	0.000	0.000	0.000	124.730	-49.811	-40.514	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.002	8.637	8.383	10855381	100.597	8.140
23	04.04.24 14:00:00	8.947	8626176	299993	0.000	0.000	0.000	0.000	0.000	124.700	-49.815	-40.501	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.002	8.455	8.239	10878785	100.607	7.963
24	04.04.24 14:05:00	8.947	8626176	299994	0.000	0.000	0.000	0.000	0.000	124.702	-49.820	-40.502	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.002	8.314	8.083	10904112	100.611	7.822
25	04.04.24 14:10:00	8.917	8626176	299994	0.000	90.773	143.899	-73.342	53.485	248.211	25.464	49.925	395.132	-71.151	57	69.990	90.000	28.914	-70.873	-71.430	-0.005	6.418	2.400	11804133	100.996	4.508
26	04.04.24 14:15:00	8.905	8630272	299994	0.000	556.815	76.452	130.441	541.320	290.129	20.635	57.301	605.844	-71.045	9	87.775	90.000	8.549	-70.899	-71.192	-0.003	2.758	0.437	12102474	100.682	0.591
27	04.04.24 14:20:00	8.887	8630272	299994	0.000	149.854	327.037	125.731	-81.535	101.399	-44.952	-45.164	908.161	-71.194	27	87.494	90.000	5.186	-70.919	-71.469	0.001	0.015	-1.166	12340449	100.530	-1.617
28	04.04.24 14:25:00	8.869	8630272	299994	0.000	5656.485	353.825	5623.665	-608.461	110.639	-46.386	-43.828	2232.060	-69.156	3	89.935	90.000	0.381	-71.089	-67.224	0.003	-1.718	-3.061	12614692	100.499	-2.829
29	04.04.24 14:30:00	8.856	8630272	299994	0.000	3497.787	172.793	-3470.149	438.834	110.978	-46.527	-43.715	1250.462	-71.303	2	89.874	90.000	0.990	-71.110	-71.496	-0.043	-2.656	-3.731	12709738	100.440	-3.494
30	04.04.24 14:35:00	8.845	8630272	299994	0.000	0.000	0.000	0.000	0.000	113.078	-47.365	-42.871	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.046	-3.417	-4.286	12787683	100.391	-4.040
31	04.04.24 14:40:00	8.833	8630272	299994	0.000	5.315	352.203	5.266	-0.721	198.027	0.723	-0.257	5.204	-41.741	100	0.795	1.274	0.245	-40.998	-42.485	27.432	-1.694	-1.620	12406905	1186.007	-1.618
32	04.04.24 14:45:00	8.827	8630272	299994	0.000	4.807	323.825	3.880	-2.837	305.553	0.316	0.293	4.312	-40.294	100	0.440	0.571	0.056	-39.466	-41.121	27.529	-1.434	-1.503	12389834	1374.241	-1.491
33	04.04.24 14:50:00	8.821	8630272	299994	0.000	4.001	318.778	3.009	-2.636	301.337	0.315	0.287	4.227	-39.757	100	0.437	0.590	0.049	-38.871	-40.644	27.599	-1.341	-1.441	12380771	1374.286	-1.427
34	04.04.24 14:55:00	8.815	8630272	299994	0.000	2.028	303.600	1.123	-1.690	301.266	0.325	0.299	4.395	-39.547	100	0.449	0.571	0.052	-38.614	-40.479	27.598	-1.339	-1.475	12385738	1374.279	-1.439
35	04.04.24 15:00:00	8.815	8630272	299993	0.000	3.078	314.740	2.166	-2.186	302.252	0.314	0.314	4.237	-40.325	100	0.449	0.608	0.048	-39.764	-40.885	27.550	-1.378	-1.514	12391503	1374.321	-1.463
36	04.04.24 15:05:00	8.809	8630272	299993	0.000	3.263	310.226	2.107	-2.491	302.757	0.311	0.308	3.848	-40.196	100	0.443	0.607	0.052	-39.961	-40.431	27.575	-1.368	-1.552	12397035	1374.346	-1.463
37	04.04.24 15:10:00	8.815	8630272	299994	0.000	3.321	312.741	2.254	-2.439	302.387	0.299	0.304	4.550	-40.837	100	0.431	0.537	0.047	-40.256	-41.417	27.531	-1.409	-1.561	12398236	1374.333	-1.536
38	04.04.24 15:15:00	8.815	8630272	299994	0.000	3.107	290.801	1.103	-2.904	300.404	0.299	0.312	4.029	-40.236	100	0.439	0.539	0.048	-39.657	-40.814	27.562	-1.407	-1.527	12393345	1374.323	-1.471
39	04.04.24 15:20:00	8.809	8630272	299994	0.000	2.072	302.342	1.108	-1.750	301.625	0.294	0.306	4.677	-40.705	100	0.430	0.545	0.046	-40.344	-41.066	27.559	-1.411	-1.507	12390437	1374.309	-1.479
40	04.04.24 15:25:00	8.809	8630272	299994	0.000	3.963	311.592	2.631	-2.964	299.957	0.268	0.311	4.840	-40.489	100	0.415	0.553	0.050	-40.034	-40.944	27.544	-1.433	-1.537	12394764	1374.328	-1.510
41	04.04.24 15:30:00	8.815	8630272	299994	0.000	4.516	306.700	2.699	-3.621	299.558	0.265	0.307	4.546	-40.594	100	0.410	0.537	0.046	-40.088	-41.100	27.526	-1.464	-1.523	12392775	1374.331	-1.506
42	04.04.24 15:35:00	8.809	8630272	299994	0.000	2.668	311.875	1.781	-1.986	299.653	0.272	0.300	4.430	-41.300	100	0.411	0.522	0.042	-40.771	-41.828	27.482	-1.507	-1.600	12403931	1374.308	-1.573
43	04.04.24 15:40:00	8.802	8630272	299994	0.000	3.463	298.719	1.664	-3.037	299.177	0.262	0.302	4.866	-41.062	100	0.405	0.555	0.048	-40.548	-41.575	27.474	-1.528	-1.583	12401512	1374.335	-1.574
44	04.04.24 15:45:00	8.802	8630272	299994	0.000	4.398	326.296	3.659	-2.440	298.547	0.266	0.291	4.423	-41.426	100	0.403	0.507	0.054	-41.069	-41.783	27.467	-1.538	-1.600	12404050	1374.328	-1.588
45	04.04.24 15:50:00	8.796	8630272	299994	0.000	3.289	330.633	2.867	-1.613	298.689	0.246	0.303	4.271	-41.272	100	0.402	0.507	0.055	-40.690	-41.853	27.461	-1.558	-1.608	12405180	1374.388	-1.589
46	04.04.24 15:55:00	8.796	8630272	299994	0.000	4.526	321.989	3.566	-2.787	298.776	0.246	0.294	4.832	-41.313	100	0.391	0.513	0.048	-40.752	-41.873	27.463	-1.563	-1.590	12402523	1374.335	-1.586
47	04.04.24 16:00:00	8.790	8630272	299994	0.000	3.373	335.848	3.078	-1.380	299.755	0.247	0.299	4.236	-40.913	100	0.393	0.508	0.053	-40.689	-41.138	27.484	-1.544	-1.562	12398460	1374.319	-1.554
48	04.04.24 16:05:00	8.790	8630272	299994	0.000	4.218	320.594	3.259	-2.677	300.047	0.248	0.291	4.501	-41.023	100	0.388	0.527	0.046	-40.584	-41.462	27.484	-1.542	-1.573	12400052	1374.324	-1.569
49	04.04.24 16:10:00	8.790	8630272	299994	0.000	5.033	303.617	2.787	-4.191	297.471	0.220	0.293	4.342	-41.490	100	0.373	0.488	0.052	-41.121	-41.860	27.476	-1.540	-1.598	12403714	1374.291	-1.573
50	04.04.24 16:15:00	8.784	8630272	299994	0.000	4.513	308.564	2.814	-3.529	298.452	0.197	0.305	4.490	-41.469	100	0.369	0.497	0.058	-40.852	-42.085	27.471	-1.552	-1.591	12402635	1374.324	-1.579
51	04.04.24 16:20:00	8.784	8630272	299994	0.000	3.199	315.564	2.284	-2.240	299.389	0.217	0.306	4.000	-41.624	100	0.383	0.554	0.061	-41.097	-42.150	27.462	-1.559	-1.616	12406379	1374.320	-1.592
52	04.04.24 16:25:00	8.784	8630272	299994	0.000	3.692	300.532	1.876	-3.180	295.893	0.180	0.279	4.082	-40.995	100	0.338	0.482	0.061	-40.444	-41.547	27.471	-1.559	-1.591	12402687	1374.286	-1.579
53	04.04.24 16:30:00	8.779	8630272	299993	0.000	2.896	314.054	2.014	-2.081	295.762	0.206	0.264	4.401	-41.207	100	0.341	0.470	0.047	-40.742	-41.673	27.478	-1.556	-1.593	12402983	1374.287	-1.574
54	04.04.24 16:35:00	8.779	8630272	299993	0.000	3.639	298.517	1.737	-3.197	299.405	0.198	0.278	4.316	-41.622	100	0.347	0.447	0.043	-41.244	-42.000	27.466	-1.563	-1.601	12404113	1374.280	-1.584
55	04.04.24 16:40:00	8.779	8630272	299994	0.000	2.287	312.552	1.547	-1.685	301.827	0.194	0.279	4.328	-41.906	100	0.346	0.461	0.044	-41.771	-42.041	27.461	-1.575	-1.605	12404658	1374.314	-1.593
56	04.04.24 16:45:00	8.779	8630272	299994	0.000	3.732	298.043	1.754	-3.294	303.060	0.202	0.285	4.770	-41.563	100	0.356	0.462	0.050	-41.485	-41.640	27.463	-1.577	-1.602	12404300	1374.333	-1.590
57	04.04.24 16:50:00	8.773	8630272	299994	0.000	5.515	288.166	1.719	-5.240	302.825	0.174	0.297	4.984	-41.471	100	0.349	0.490	0.056	-41.162	-41.781	27.470	-1.573	-1.592	12402812	1374.332	-1.582
58	04.04.24 16:55:00	8.779	8630272	299994	0.000	3.143	300.715	1.605	-2.702	301.441	0.173	0.286	4.946	-41.765	100	0.354	0.491	0.050	-41.507	-42.022	27.471	-1.563	-1.595	12403213	1374.292	-1.580
59	04.04.24 17:00:00	8.779	8630272	299994	0.000	4.219	295.023	1.785	-3.823	302.238	0.160	0.275	3.995	-41.314	100	0.329	0.487	0.049	-41.137	-41.490	27.476	-1.563	-1.588	12402277	1374.292	-1.575
60	04.04.24 17:05:00	8.767	8630272	299993	0.000	5.274	308.251	3.265	-4.142	302.627	0.167	0.274	4.400	-41.074	100	0.328	0.454	0.047	-40.386	-41.761	27.471	-1.571	-1.592	12402769	1374.314	-1.583
61	04.04.24 17:10:00	8.773	8630272	299994	0.000	4.367	288.327	1.373	-4.146	302.811	0.161	0.264	4.248	-41.405	100	0.316	0.430	0.054	-40.819	-41.992	27.472	-1.567	-1.590	12402553	1374.328	-1.581
62	04.04.24 17:15:00	8.773	8630272	299994	0.000	4.374	294.521	1.815	-3.980	303.308	0.155	0.265	4.419	-41.920	100	0.312	0.429	0.053	-41.285	-42.554	27.471	-1.573	-1.596	12403466	1374.300	-1.585
63	04.04.24 17:20:00	8.773	8630272	299994	0.000	4.080	297.792	1.902	-3.609	303.312	0.138	0.256	4.758	-41.445	100	0.298	0.441	0.066	-41.134	-41.756	27.470	-1.573	-1.595	12403258	1374.268	-1.583
64	04.04.24 17:25:00	8.767	8630272	299993	0.000	4.771	314.991	3.373	-3.374	303.955	0.152	0.263	4.772	-41.461	100	0.310	0.403	0.046	-41.200	-41.723	27.467	-1.581	-1.602	12404257	1374.303	-1.586
65	04.04.24 17:30:00	8.773	8630272	299994	0.000	3.457	293.992	1.405	-3.158	304.148	0.158	0.267	4.400	-41.621	100	0.318	0.491	0.055	-41.116	-42.125	27.458	-1.583	-1.610	12405486	1374.279	-1.596
66	04.04.24 17:35:00	8.773	8630272	299993	0.000	3.671	314.551	2.575	-2.616	305.200	0.158	0.260	4.824	-42.016	100	0.313	0.421	0.053	-41.715	-42.317	27.453	-1.589	-1.609	12405225	1374.273	-1.603
67	04.04.24 17:40:00	8.767	8630272	299994	0.000	5.484	293.989	2.230	-5.011	305.669	0.176	0.276	4.125	-41.568	100	0.332	0.501	0.064	-41.252	-41.885	27.461	-1.591	-1.612	12405665	1374.282	-1.592
68	04.04.24 17:45:00	8.773	8630272	299994	0.000	4.410	290.842	1.569	-4.121	305.575	0.166	0.259	4.460	-42.116	100	0.317	0.441	0.052	-41.612	-42.621	27.453	-1.587	-1.616	12406299	1374.254	-1.602
69	04.04.24 17:50:00	8.767	8630272	299993	0.000	3.761	306.999	2.264	-3.004	305.313	0.162	0.275	4.534	-42.087	100	0.326	0.435	0.050	-41.716	-42.457	27.453	-1.599	-1.616	12406364	1374.276	-1.604
70	04.04.24 17:55:00	8.767	8630272	299994	0.000	2.530	287.469	0.759	-2.413	307.723	0.171	0.274	4.267	-42.104	100	0.332	0.479	0.064	-41.594	-42.613	27.443	-1.597	-1.625	12407673	1374.261	-1.612
71	04.04.24 18:00:00	8.773	8630272	299994	0.000	2.309	288.784	0.743	-2.186	306.371	0.169	0.280	4.302	-41.844	100	0.333	0.502	0.069	-41.119	-42.570	27.436	-1.601	-1.633	12408855	1374.247	-1.619
72	04.04.24 18:05:00	8.761	8630272	299994	0.000	3.138	253.815	-0.875	-3.014	305.890	0.176	0.284	4.233	-42.346	100	0.341	0.501	0.063	-41.712	-42.980	27.435	-1.608	-1.633	12408833	1374.278	-1.621
73	04.04.24 18:10:00	8.761	8630272	299994	0.000	2.514	276.061	0.265	-2.500	305.928	0.183	0.293	4.930	-41.940	100	0.355	0.479	0.047	-41.632	-42.249	27.436	-1.614	-1.632	12408637	1374.286	-1.621
74	04.04.24 18:15:00	8.761	8630272	299993	0.000	2.564	281.502	0.511	-2.512	304.891	0.175	0.281	4.330	-41.990	100	0.338	0.489	0.066	-41.602	-42.378	27.432	-1.616	-1.637	12409303	1374.278	-1.625
75	04.04.24 18:20:00	8.767	8630272	299994	0.000	1.167	264.149	-0.119	-1.161	304.203	0.181	0.302	4.780	-42.228	100	0.362	0.485	0.065	-41.664	-42.793	27.435	-1.628	-1.637	12409310	1374.244	-1.625
76	04.04.24 18:25:00	8.761	8630272	299994	0.000	2.786	272.333	0.113	-2.783	304.132	0.187	0.291	4.370	-42.014	100	0.354	0.532	0.081	-41.605	-42.422	27.431	-1.632	-1.639	12409720	1374.244	-1.628
77	04.04.24 18:30:00	8.761	8630272	299994	0.000	3.876	270.404	0.027	-3.876	304.567	0.184	0.289	4.174	-42.654	100	0.349	0.548	0.090	-42.269	-43.039	27.428	-1.624	-1.641	12409959	1374.256	-1.629
78	04.04.24 18:35:00	8.761	8630272	299994	0.000	3.259	256.798	-0.744	-3.173	305.695	0.173	0.309	4.293	-41.808	100	0.361	0.583	0.093	-41.175	-42.441	27.432	-1.626	-1.636	12409295	1374.269	-1.625
79	04.04.24 18:40:00	8.767	8630272	299994	0.000	3.831	268.152	-0.124	-3.829	306.243	0.185	0.316	4.444	-41.889	100	0.374	0.790	0.178	-41.708	-42.071	27.445	-1.630	-1.628	12408079	1374.258	-1.619
80	04.04.24 18:45:00	8.755	8630272	299994	0.000	6.204	259.341	-1.147	-6.097	308.015	0.178	0.340	4.312	-42.235	100	0.393	0.704	0.140	-41.775	-42.694	27.445	-1.601	-1.624	12407531	1374.236	-1.614
81	04.04.24 18:50:00	8.761	8630272	299994	0.000	5.892	272.386	0.245	-5.887	309.474	0.170	0.346	4.520	-42.197	100	0.397	0.795	0.175	-41.742	-42.651	27.444	-1.604	-1.627	12407956	1374.249	-1.613
82	04.04.24 18:55:00	8.761	8630272	299994	0.000	6.013	268.477	-0.160	-6.011	308.734	0.156	0.342	4.436	-42.168	100	0.390	0.840	0.213	-41.658	-42.679	27.448	-1.610	-1.624	12407524	1374.248	-1.621
83	04.04.24 19:00:00	8.767	8630272	299994	0.000	5.961	269.157	-0.088	-5.961	306.522	0.138	0.369	4.083	-42.131	100	0.399	0.714	0.108	-41.755	-42.506	27.441	-1.606	-1.627	12407956	1374.234	-1.617
84	04.04.24 19:05:00	8.761	8630272	299993	0.000	4.892	265.587	-0.376	-4.878	305.176	0.132	0.353	4.373	-42.020	100	0.384	0.659	0.131	-41.461	-42.578	27.443	-1.606	-1.627	12407912	1374.231	-1.613
85	04.04.24 19:10:00	8.761	8634368	299994	0.000	5.318	287.567	1.605	-5.070	303.727	0.131	0.335	4.642	-41.817	100	0.397	0.960	0.277	-41.623	-42.010	27.445	-1.606	-1.623	12407293	1374.253	-1.614
86	04.04.24 19:15:00	8.755	8638464	299994	0.000	5.859	275.518	0.563	-5.832	301.769	0.136	0.303	4.104	-41.943	100	0.340	0.641	0.156	-41.238	-42.649	27.443	-1.601	-1.626	12407785	1374.245	-1.614
87	04.04.24 19:20:00	8.761	8638464	299994	0.000	4.795	276.093	0.509	-4.768	300.538	0.124	0.299	4.884	-42.084	100	0.343	0.753	0.192	-41.651	-42.518	27.441	-1.616	-1.629	12408143	1374.204	-1.616
88	04.04.24 19:25:00	8.755	8638464	299992	0.000	6.197	277.675	0.828	-6.141	297.583	0.113	0.269	4.548	-41.429	100	0.352	0.811	0.229	-40.894	-41.964	27.453	-1.601	-1.615	12406157	1374.161	-1.600
89	04.04.24 19:30:00	8.761	8638464	299994	0.000	7.573	295.666	3.280	-6.826	295.236	0.041	0.252	4.388	-41.494	100	0.277	0.667	0.150	-40.811	-42.177	27.456	-1.593	-1.617	12406401	1374.183	-1.600
90	04.04.24 19:35:00	8.761	8638464	299994	0.000	6.060	289.901	2.063	-5.699	294.984	0.025	0.252	4.958	-41.631	100	0.264	0.591	0.130	-41.406	-41.856	27.458	-1.599	-1.606	12404882	1374.148	-1.600
91	04.04.24 19:40:00	8.748	8638464	299994	0.000	8.336	291.357	3.036	-7.763	295.968	-0.008	0.252	4.776	-41.528	100	0.264	0.631	0.138	-41.084	-41.972	27.463	-1.591	-1.614	12405967	1374.123	-1.593
92	04.04.24 19:45:00	8.761	8638464	299994	0.000	7.264	305.123	4.179	-5.942	296.955	-0.017	0.220	4.671	-41.518	100	0.234	0.525	0.125	-41.422	-41.615	27.466	-1.579	-1.608	12405217	1374.181	-1.590
93	04.04.24 19:50:00	8.755	8642560	299994	0.000	8.184	301.179	4.237	-7.002	299.324	-0.021	0.234	4.507	-41.524	100	0.249	0.614	0.130	-40.815	-42.233	27.447	-1.602	-1.626	12407777	1374.155	-1.610
94	04.04.24 19:55:00	8.755	8646656	299993	0.000	7.477	302.561	4.024	-6.302	300.113	-0.014	0.211	4.921	-42.243	100	0.223	0.578	0.123	-41.787	-42.699	27.444	-1.610	-1.627	12407897	1374.148	-1.613
95	04.04.24 20:00:00	8.755	8646656	299994	0.000	7.538	309.353	4.780	-5.829	309.336	-0.046	0.231	4.662	-41.244	100	0.257	0.665	0.142	-40.301	-42.186	27.471	-1.599	-1.587	12402105	1374.165	-1.587
96	04.04.24 20:05:00	8.755	8646656	299994	0.000	10.000	315.506	7.133	-7.008	51.585	0.450	0.766	4.540	-41.205	100	0.909	1.124	0.071	-40.862	-41.548	27.476	-1.591	-1.600	12404050	1374.104	-1.587
97	04.04.24 20:10:00	8.755	8646656	299993	0.000	9.753	318.386	7.292	-6.477	58.938	0.498	0.795	3.765	-41.692	100	0.954	1.078	0.053	-41.155	-42.228	27.443	-1.606	-1.627	12407889	1374.130	-1.616
98	04.04.24 20:15:00	8.748	8646656	299994	0.000	8.359	321.150	6.510	-5.243	74.229	0.646	0.781	4.280	-42.028	100	1.020	1.126	0.048	-41.419	-42.637	27.448	-1.604	-1.617	12406461	1374.155	-1.607
99	04.04.24 20:20:00	8.755	8646656	299994	0.000	8.475	320.477	6.537	-5.393	79.752	0.664	0.760	4.561	-41.465	100	1.016	1.136	0.053	-40.832	-42.099	27.450	-1.602	-1.624	12407449	1374.103	-1.613
100	04.04.24 20:25:00	8.748	8646656	299994	0.000	8.940	317.912	6.635	-5.992	79.096	0.653	0.726	4.565	-41.486	100	0.983	1.142	0.054	-40.899	-42.073	27.471	-1.599	-1.601	12404197	1374.173	-1.596
101	04.04.24 20:30:00	8.748	8646656	299994	0.000	9.291	319.597	7.075	-6.022	81.556	0.678	0.719	3.875	-41.344	100	0.997	1.177	0.059	-41.117	-41.571	27.443	-1.606	-1.621	12407002	1374.095	-1.607
102	04.04.24 20:35:00	8.748	8646656	299993	0.000	9.165	315.986	6.591	-6.368	83.895	0.654	0.714	4.201	-41.796	100	0.978	1.136	0.074	-41.389	-42.203	27.439	-1.591	-1.635	12409094	1374.105	-1.618
103	04.04.24 20:40:00	8.748	8646656	299994	0.000	7.190	329.007	6.164	-3.702	87.406	0.682	0.649	4.960	-40.245	100	0.950	1.166	0.072	-40.070	-40.419	27.474	-1.589	-1.599	12403856	1374.086	-1.593
104	04.04.24 20:45:00	8.742	8646656	299994	0.000	7.492	328.960	6.419	-3.863	96.814	0.632	0.535	4.527	-40.455	100	0.937	1.338	0.184	-40.215	-40.695	27.476	-1.575	-1.590	12402538	1374.065	-1.579
105	04.04.24 20:50:00	8.748	8646656	299993	0.000	8.573	321.701	6.728	-5.313	96.174	0.783	0.676	4.250	-40.728	100	1.040	1.192	0.066	-40.182	-41.273	27.450	-1.587	-1.626	12407725	1373.965	-1.598
106	04.04.24 20:55:00	8.748	8646656	299994	0.000	4.961	334.611	4.481	-2.127	98.373	0.664	0.499	4.710	-41.345	100	0.842	1.255	0.169	-41.100	-41.590	27.448	-1.608	-1.621	12407106	1374.090	-1.616
107	04.04.24 21:00:00	8.742	8646656	299994	0.000	5.757	321.088	4.480	-3.616	102.355	0.656	0.458	4.478	-40.122	100	0.810	0.991	0.084	-39.508	-40.737	27.481	-1.599	-1.586	12401867	1374.092	-1.579
108	04.04.24 21:05:00	8.748	8646656	299994	0.000	7.765	324.556	6.326	-4.503	108.139	0.731	0.446	4.821	-40.254	100	0.865	1.016	0.068	-39.727	-40.781	27.481	-1.575	-1.584	12401717	1374.064	-1.574
109	04.04.24 21:10:00	8.742	8646656	299993	0.000	8.706	8.066	8.620	1.222	114.038	0.697	0.441	4.051	-42.067	100	0.846	1.138	0.086	-41.526	-42.609	27.412	-1.630	-1.650	12411335	1374.031	-1.642
110	04.04.24 21:15:00	8.742	8646656	299993	0.000	3.537	339.580	3.315	-1.234	112.241	0.635	0.386	4.267	-41.684	100	0.768	1.209	0.138	-41.119	-42.248	27.412	-1.622	-1.649	12411094	1374.067	-1.638
111	04.04.24 21:20:00	8.742	8646656	299994	0.000	5.124	326.128	4.255	-2.856	108.310	0.740	0.410	4.711	-41.466	100	0.870	1.197	0.165	-40.848	-42.083	27.453	-1.630	-1.604	12404516	1374.071	-1.609
112	04.04.24 21:25:00	8.736	8646656	299994	0.000	3.156	328.403	2.688	-1.654	110.115	0.631	0.405	4.815	-41.799	100	0.781	1.286	0.161	-41.323	-42.275	27.404	-1.651	-1.673	12414585	1374.024	-1.655
113	04.04.24 21:30:00	8.742	8646656	299994	0.000	5.886	349.338	5.784	-1.089	112.783	0.678	0.469	4.514	-40.976	100	0.869	1.178	0.112	-40.291	-41.661	27.412	-1.646	-1.649	12411156	1374.051	-1.638
