Seaguard RCM SW
Product number:	4430
Serial number:	1705

		System Parameters(0)				Temperature #835(835)	Optode #492(492)			Conductivity #1306(1306)		Doppler Current Sensor #723(723)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Temperature(Deg.C)	O2Concentration(uM)	AirSaturation(%)	Temperature(Deg.C)	Conductivity(mS/cm)	Temperature(Deg.C)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)
115	04.04.24 21:40:00	6.965	8634368	299994	0.000	-1.741	444.744	92.644	-1.739	27.292	-1.767	6.689	68.410	2.461	6.220	167.289	0.229	0.014	4.362	-45.120	100	0.239	0.443	0.086	-45.615	-44.624
116	04.04.24 21:45:00	6.970	8634368	299994	0.000	-1.741	444.761	92.652	-1.737	27.290	-1.735	5.243	79.837	0.925	5.161	170.413	0.310	-0.010	4.514	-45.171	100	0.316	0.498	0.084	-45.343	-44.999
117	04.04.24 21:50:00	6.965	8634368	299994	0.000	-1.745	444.682	92.624	-1.741	27.290	-1.737	5.481	80.055	0.947	5.399	172.633	0.299	0.065	4.739	-45.154	100	0.313	0.539	0.086	-45.081	-45.227
118	04.04.24 21:55:00	6.965	8634368	299994	0.000	-1.736	445.074	92.727	-1.734	27.297	-1.752	7.581	79.563	1.373	7.456	181.745	0.086	0.102	4.419	-44.876	100	0.152	0.275	0.056	-45.726	-44.026
119	04.04.24 22:00:00	6.959	8634368	299994	0.000	-1.745	444.846	92.663	-1.740	27.290	-1.748	2.083	86.323	0.134	2.079	175.639	0.028	0.124	4.380	-45.443	100	0.146	0.297	0.063	-45.365	-45.521
120	04.04.24 22:05:00	6.965	8634368	299994	0.000	-1.744	444.816	92.655	-1.740	27.290	-1.721	3.000	100.719	-0.558	2.948	172.778	-0.037	0.144	4.467	-44.805	100	0.158	0.327	0.064	-45.080	-44.529
121	04.04.24 22:10:00	6.965	8634368	299994	0.000	-1.746	444.737	92.637	-1.741	27.290	-1.729	2.911	87.486	0.128	2.908	170.460	-0.047	0.138	4.276	-44.687	100	0.161	0.333	0.050	-45.443	-43.931
122	04.04.24 22:15:00	6.970	8634368	299994	0.000	-1.737	444.919	92.694	-1.734	27.295	-1.774	2.893	85.411	0.231	2.884	167.693	-0.086	0.123	4.232	-45.302	100	0.158	0.310	0.058	-45.386	-45.218
123	04.04.24 22:20:00	6.970	8634368	299994	0.000	-1.733	444.730	92.663	-1.730	27.297	-1.748	5.354	87.978	0.189	5.351	169.603	-0.058	0.156	4.278	-45.024	100	0.177	0.320	0.063	-45.176	-44.871
124	04.04.24 22:25:00	6.970	8634368	299994	0.000	-1.732	444.767	92.672	-1.730	27.298	-1.742	4.300	78.799	0.835	4.218	167.909	-0.071	0.190	4.002	-44.577	100	0.211	0.448	0.067	-45.180	-43.975
125	04.04.24 22:30:00	6.970	8634368	299994	0.000	-1.738	444.500	92.605	-1.734	27.293	-1.755	4.696	44.613	3.343	3.298	166.540	-0.068	0.204	4.872	-45.334	100	0.223	0.339	0.061	-45.559	-45.109
126	04.04.24 22:35:00	6.965	8634368	299993	0.000	-1.742	444.352	92.567	-1.737	27.294	-1.729	3.838	68.908	1.381	3.581	164.804	-0.091	0.189	4.812	-45.411	100	0.218	0.368	0.061	-45.223	-45.599
127	04.04.24 22:40:00	6.965	8634368	299993	0.000	-1.740	444.607	92.623	-1.736	27.292	-1.761	4.717	69.469	1.654	4.418	163.678	-0.099	0.223	3.945	-44.360	100	0.248	0.423	0.066	-45.169	-43.550
128	04.04.24 22:45:00	6.970	8634368	299994	0.000	-1.737	444.376	92.581	-1.734	27.295	-1.759	4.645	73.207	1.342	4.447	165.814	-0.077	0.272	4.710	-44.681	100	0.289	0.481	0.072	-45.448	-43.913
129	04.04.24 22:50:00	6.965	8634368	299994	0.000	-1.735	444.299	92.566	-1.733	27.297	-1.746	4.035	79.017	0.769	3.961	165.150	-0.118	0.275	4.588	-44.966	100	0.306	0.456	0.068	-45.120	-44.813
130	04.04.24 22:55:00	6.970	8634368	299993	0.000	-1.738	444.407	92.585	-1.735	27.293	-1.752	5.426	57.811	2.891	4.592	162.795	-0.130	0.289	4.384	-44.935	100	0.323	0.475	0.069	-45.588	-44.282
131	04.04.24 23:00:00	6.970	8634368	299993	0.000	-1.741	444.518	92.601	-1.737	27.292	-1.776	3.353	69.751	1.161	3.146	161.746	-0.131	0.325	4.626	-44.912	100	0.356	0.584	0.071	-45.065	-44.760
132	04.04.24 23:05:00	6.965	8634368	299994	0.000	-1.741	444.593	92.617	-1.737	27.291	-1.744	3.134	47.520	2.116	2.311	161.172	-0.126	0.377	4.956	-45.323	100	0.402	0.563	0.073	-45.572	-45.074
133	04.04.24 23:10:00	6.965	8634368	299994	0.000	-1.741	444.520	92.601	-1.737	27.292	-1.789	3.346	65.089	1.409	3.035	159.397	-0.139	0.374	3.819	-45.249	100	0.403	0.514	0.053	-45.164	-45.333
134	04.04.24 23:15:00	6.970	8634368	299994	0.000	-1.742	444.796	92.656	-1.738	27.290	-1.723	4.560	82.986	0.557	4.526	158.756	-0.162	0.391	4.394	-45.280	100	0.426	0.597	0.063	-45.615	-44.945
135	04.04.24 23:20:00	6.965	8634368	299994	0.000	-1.743	444.313	92.554	-1.739	27.290	-1.737	2.165	46.189	1.499	1.563	156.469	-0.197	0.370	4.065	-44.778	100	0.421	0.596	0.061	-44.904	-44.651
136	04.04.24 23:25:00	6.965	8634368	299994	0.000	-1.741	444.528	92.603	-1.737	27.293	-1.688	2.531	60.360	1.252	2.200	156.251	-0.165	0.400	4.285	-44.454	100	0.435	0.592	0.074	-45.198	-43.710
137	04.04.24 23:30:00	6.965	8634368	299993	0.000	-1.743	444.725	92.641	-1.738	27.290	-1.740	3.376	68.215	1.253	3.134	153.975	-0.189	0.394	4.165	-44.862	100	0.440	0.556	0.059	-45.377	-44.347
138	04.04.24 23:35:00	6.959	8634368	299994	0.000	-1.743	444.524	92.596	-1.739	27.290	-1.740	2.648	76.101	0.636	2.571	151.778	-0.186	0.409	4.406	-45.100	100	0.452	0.605	0.064	-45.430	-44.770
139	04.04.24 23:40:00	6.965	8634368	299994	0.000	-1.743	444.440	92.580	-1.739	27.292	-1.789	3.988	72.891	1.173	3.811	149.565	-0.192	0.370	4.137	-44.902	100	0.421	0.634	0.070	-44.903	-44.901
140	04.04.24 23:45:00	6.970	8634368	299994	0.000	-1.740	444.453	92.589	-1.737	27.293	-1.767	2.144	68.658	0.780	1.997	148.686	-0.236	0.358	4.920	-44.816	100	0.432	0.590	0.066	-45.533	-44.098
141	04.04.24 23:50:00	6.965	8634368	299994	0.000	-1.743	444.484	92.590	-1.738	27.290	-1.765	2.727	60.663	1.336	2.378	145.621	-0.227	0.383	4.314	-44.755	100	0.447	0.637	0.064	-45.235	-44.275
142	04.04.24 23:55:00	6.965	8630272	299994	0.000	-1.743	444.499	92.592	-1.739	27.289	-1.735	2.950	76.170	0.705	2.864	143.225	-0.233	0.424	4.241	-44.620	100	0.487	0.703	0.066	-44.718	-44.522
143	05.04.24 00:00:00	6.965	8630272	299994	0.000	-1.744	444.866	92.665	-1.740	27.290	-1.746	2.896	73.693	0.813	2.779	140.120	-0.278	0.422	4.153	-45.065	100	0.508	0.636	0.060	-45.657	-44.473
144	05.04.24 00:05:00	6.965	8630272	299994	0.000	-1.747	444.704	92.628	-1.741	27.289	-1.757	1.516	29.920	1.314	0.756	136.919	-0.311	0.409	4.169	-45.062	100	0.516	0.705	0.073	-45.225	-44.899
145	05.04.24 00:10:00	6.970	8630272	299993	0.000	-1.746	444.623	92.611	-1.742	27.289	-1.759	1.784	130.501	-1.159	1.357	134.969	-0.323	0.441	4.241	-45.057	100	0.549	0.720	0.067	-45.360	-44.754
146	05.04.24 00:15:00	6.965	8630272	299994	0.000	-1.743	445.004	92.697	-1.739	27.292	-1.769	1.603	64.118	0.700	1.442	133.400	-0.326	0.465	4.303	-44.712	100	0.570	0.734	0.064	-45.176	-44.247
147	05.04.24 00:20:00	6.965	8630272	299994	0.000	-1.743	445.522	92.805	-1.739	27.292	-1.776	1.385	152.310	-1.226	0.643	132.312	-0.341	0.477	4.377	-44.832	100	0.589	0.761	0.062	-44.765	-44.898
148	05.04.24 00:25:00	6.970	8630272	299994	0.000	-1.742	445.919	92.890	-1.738	27.292	-1.774	2.314	120.985	-1.191	1.984	131.642	-0.356	0.488	4.060	-44.870	100	0.606	0.747	0.063	-45.238	-44.502
149	05.04.24 00:30:00	6.970	8630272	299994	0.000	-1.742	445.518	92.807	-1.738	27.292	-1.748	2.322	79.651	0.417	2.285	130.966	-0.355	0.485	4.674	-45.287	100	0.603	0.766	0.065	-45.452	-45.122
150	05.04.24 00:35:00	6.965	8630272	299994	0.000	-1.741	445.483	92.797	-1.739	27.291	-1.710	1.240	347.201	1.209	-0.275	128.764	-0.366	0.447	4.691	-45.039	100	0.580	0.810	0.071	-45.325	-44.753
151	05.04.24 00:40:00	6.970	8630272	299994	0.000	-1.742	445.896	92.884	-1.739	27.288	-1.774	0.435	239.307	-0.222	-0.374	128.336	-0.389	0.443	4.588	-44.892	100	0.591	0.769	0.061	-45.048	-44.736
152	05.04.24 00:45:00	6.970	8630272	299994	0.000	-1.741	446.682	93.051	-1.737	27.288	-1.723	0.509	67.709	0.193	0.471	125.781	-0.408	0.454	4.296	-44.636	100	0.613	0.785	0.053	-44.705	-44.567
153	05.04.24 00:50:00	6.970	8630272	299994	0.000	-1.743	446.148	92.939	-1.738	27.288	-1.795	2.383	91.471	-0.061	2.382	126.965	-0.426	0.453	4.129	-45.144	100	0.623	0.775	0.067	-45.307	-44.981
154	05.04.24 00:55:00	6.970	8630272	299994	0.000	-1.737	446.941	93.113	-1.735	27.290	-1.748	2.371	74.467	0.635	2.285	124.851	-0.449	0.450	4.618	-44.824	100	0.637	0.767	0.064	-44.973	-44.675
155	05.04.24 01:00:00	6.965	8630272	299994	0.000	-1.740	446.579	93.030	-1.737	27.288	-1.723	2.072	62.560	0.955	1.839	123.315	-0.459	0.441	4.254	-45.052	100	0.638	0.813	0.058	-45.174	-44.929
156	05.04.24 01:05:00	6.965	8630272	299993	0.000	-1.743	445.479	92.797	-1.739	27.286	-1.735	1.230	77.599	0.264	1.202	122.415	-0.482	0.453	4.553	-45.361	100	0.662	0.837	0.062	-45.071	-45.651
157	05.04.24 01:10:00	6.976	8630272	299994	0.000	-1.741	446.347	92.981	-1.737	27.288	-1.742	1.542	71.948	0.478	1.466	122.266	-0.506	0.468	4.232	-45.076	100	0.691	0.858	0.068	-45.259	-44.892
158	05.04.24 01:15:00	6.970	8630272	299993	0.000	-1.737	445.995	92.918	-1.734	27.290	-1.738	2.443	89.718	0.012	2.443	122.251	-0.528	0.477	4.563	-45.140	100	0.713	0.868	0.057	-45.181	-45.099
159	05.04.24 01:20:00	6.970	8634368	299994	0.000	-1.739	444.869	92.680	-1.735	27.289	-1.755	3.739	57.637	2.001	3.158	123.902	-0.497	0.519	4.815	-44.970	100	0.720	0.852	0.075	-44.807	-45.133
160	05.04.24 01:25:00	6.970	8634368	299994	0.000	-1.740	444.575	92.616	-1.736	27.287	-1.706	3.792	69.242	1.344	3.546	124.888	-0.513	0.549	4.036	-44.927	100	0.754	0.966	0.065	-45.228	-44.625
161	05.04.24 01:30:00	6.970	8634368	299994	0.000	-1.740	444.180	92.532	-1.737	27.288	-1.759	2.109	34.672	1.734	1.199	123.832	-0.505	0.584	4.661	-45.049	100	0.774	0.943	0.066	-44.882	-45.216
162	05.04.24 01:35:00	6.970	8634368	299994	0.000	-1.744	444.425	92.575	-1.740	27.286	-1.710	2.766	37.482	2.195	1.683	122.715	-0.536	0.621	4.307	-44.890	100	0.822	1.016	0.064	-45.288	-44.492
163	05.04.24 01:40:00	6.965	8634368	299994	0.000	-1.742	444.705	92.638	-1.738	27.288	-1.753	1.901	38.148	1.495	1.174	122.269	-0.522	0.613	4.432	-44.863	100	0.807	0.979	0.066	-45.283	-44.443
164	05.04.24 01:45:00	6.970	8634368	299994	0.000	-1.741	445.097	92.722	-1.737	27.288	-1.725	2.062	62.855	0.941	1.834	122.423	-0.530	0.627	4.863	-45.197	100	0.824	0.991	0.075	-45.218	-45.176
165	05.04.24 01:50:00	6.965	8630272	299994	0.000	-1.741	444.919	92.686	-1.737	27.288	-1.761	3.231	54.433	1.879	2.628	122.190	-0.534	0.636	4.636	-44.867	100	0.832	0.971	0.064	-45.016	-44.718
166	05.04.24 01:55:00	6.965	8630272	299993	0.000	-1.741	444.845	92.671	-1.736	27.288	-1.753	2.665	58.167	1.406	2.264	120.131	-0.560	0.637	4.818	-45.232	100	0.850	0.982	0.066	-45.677	-44.787
167	05.04.24 02:00:00	6.965	8630272	299994	0.000	-1.740	445.185	92.742	-1.736	27.288	-1.761	3.093	77.681	0.660	3.021	118.965	-0.570	0.628	4.148	-45.072	100	0.850	1.012	0.065	-44.969	-45.175
168	05.04.24 02:05:00	6.965	8630272	299993	0.000	-1.741	444.869	92.675	-1.737	27.288	-1.721	2.808	60.921	1.365	2.454	118.583	-0.578	0.611	4.281	-44.633	100	0.842	0.997	0.064	-44.936	-44.330
169	05.04.24 02:10:00	6.965	8630272	299994	0.000	-1.741	444.751	92.649	-1.737	27.288	-1.746	1.132	352.454	1.122	-0.149	116.763	-0.593	0.622	4.864	-45.257	100	0.861	0.991	0.060	-45.344	-45.170
170	05.04.24 02:15:00	6.965	8630272	299993	0.000	-1.743	444.851	92.668	-1.738	27.286	-1.757	2.362	42.604	1.738	1.599	117.041	-0.604	0.628	4.654	-44.586	100	0.873	1.068	0.070	-44.714	-44.458
171	05.04.24 02:20:00	6.965	8630272	299994	0.000	-1.743	444.501	92.593	-1.739	27.285	-1.774	3.079	18.147	2.926	0.959	118.585	-0.588	0.654	4.319	-44.721	100	0.882	1.089	0.070	-44.813	-44.628
172	05.04.24 02:25:00	6.965	8630272	299993	0.000	-1.744	444.638	92.621	-1.739	27.285	-1.691	2.707	43.575	1.961	1.866	117.731	-0.602	0.678	4.447	-44.739	100	0.908	1.166	0.072	-45.126	-44.351
173	05.04.24 02:30:00	6.976	8630272	299994	0.000	-1.742	444.949	92.686	-1.739	27.285	-1.738	3.106	67.275	1.200	2.865	118.005	-0.599	0.687	4.732	-44.771	100	0.913	1.058	0.068	-45.169	-44.374
174	05.04.24 02:35:00	6.965	8630272	299994	0.000	-1.744	445.022	92.699	-1.740	27.284	-1.748	4.298	49.955	2.765	3.290	119.402	-0.596	0.673	4.858	-44.914	100	0.901	1.062	0.066	-45.316	-44.512
175	05.04.24 02:40:00	6.965	8630272	299994	0.000	-1.745	445.181	92.730	-1.741	27.281	-1.778	4.057	52.997	2.442	3.240	117.456	-0.623	0.666	4.761	-45.158	100	0.914	1.052	0.059	-45.428	-44.889
176	05.04.24 02:45:00	6.965	8630272	299994	0.000	-1.743	445.349	92.767	-1.740	27.284	-1.772	5.047	65.429	2.099	4.590	119.696	-0.614	0.690	4.436	-44.770	100	0.925	1.058	0.060	-44.976	-44.565
177	05.04.24 02:50:00	6.976	8630272	299994	0.000	-1.743	444.822	92.660	-1.739	27.286	-1.742	3.702	28.888	3.241	1.789	117.049	-0.644	0.663	4.507	-44.852	100	0.926	1.070	0.067	-44.984	-44.720
178	05.04.24 02:55:00	6.970	8630272	299994	0.000	-1.743	444.549	92.603	-1.739	27.285	-1.755	2.202	49.501	1.430	1.674	115.733	-0.639	0.672	4.161	-44.359	100	0.930	1.095	0.070	-44.686	-44.032
179	05.04.24 03:00:00	6.965	8630272	299994	0.000	-1.742	444.654	92.625	-1.739	27.286	-1.748	2.569	47.226	1.745	1.886	114.509	-0.678	0.678	5.403	-44.913	100	0.962	1.103	0.072	-45.142	-44.684
180	05.04.24 03:05:00	6.965	8630272	299994	0.000	-1.741	444.821	92.662	-1.738	27.286	-1.740	1.403	38.832	1.093	0.880	113.961	-0.675	0.720	4.243	-44.514	100	0.988	1.128	0.057	-44.611	-44.416
181	05.04.24 03:10:00	6.965	8630272	299994	0.000	-1.742	444.773	92.652	-1.738	27.285	-1.763	3.012	65.533	1.247	2.741	114.219	-0.696	0.771	4.725	-44.987	100	1.040	1.137	0.059	-45.246	-44.728
182	05.04.24 03:15:00	6.970	8630272	299994	0.000	-1.741	444.932	92.685	-1.738	27.288	-1.772	2.185	85.737	0.162	2.179	115.007	-0.705	0.798	3.844	-44.829	100	1.067	1.210	0.055	-44.729	-44.929
183	05.04.24 03:20:00	6.970	8630272	299994	0.000	-1.742	445.115	92.723	-1.738	27.286	-1.778	1.712	85.542	0.133	1.707	115.162	-0.721	0.871	4.792	-45.206	100	1.133	1.347	0.066	-45.146	-45.266
184	05.04.24 03:25:00	6.965	8630272	299994	0.000	-1.743	444.995	92.695	-1.739	27.285	-1.746	3.697	51.006	2.326	2.873	115.324	-0.719	0.908	4.526	-44.595	100	1.161	1.341	0.062	-44.524	-44.666
185	05.04.24 03:30:00	6.965	8630272	299993	0.000	-1.744	444.649	92.624	-1.739	27.285	-1.738	1.129	39.611	0.870	0.720	115.920	-0.703	0.948	4.488	-44.810	100	1.184	1.337	0.075	-45.312	-44.307
186	05.04.24 03:35:00	6.970	8630272	299993	0.000	-1.743	444.643	92.621	-1.739	27.285	-1.765	4.684	35.465	3.815	2.718	117.523	-0.698	1.009	4.315	-44.843	100	1.230	1.372	0.067	-44.773	-44.912
187	05.04.24 03:40:00	6.965	8630272	299994	0.000	-1.743	444.589	92.611	-1.739	27.285	-1.710	2.159	40.715	1.636	1.408	117.339	-0.678	0.997	4.224	-44.702	100	1.208	1.327	0.064	-44.869	-44.534
188	05.04.24 03:45:00	6.965	8630272	299994	0.000	-1.744	444.710	92.632	-1.740	27.284	-1.763	2.810	27.438	2.494	1.295	118.244	-0.701	1.005	5.255	-44.839	100	1.228	1.393	0.061	-44.831	-44.847
189	05.04.24 03:50:00	6.970	8630272	299994	0.000	-1.745	444.406	92.567	-1.741	27.284	-1.723	1.642	30.491	1.415	0.833	116.862	-0.693	0.960	4.245	-44.826	100	1.187	1.341	0.070	-44.234	-45.419
190	05.04.24 03:55:00	6.970	8630272	299994	0.000	-1.743	444.628	92.618	-1.740	27.285	-1.725	1.551	350.218	1.528	-0.263	117.001	-0.706	0.956	3.822	-45.012	100	1.193	1.317	0.061	-45.133	-44.892
191	05.04.24 04:00:00	6.970	8630272	299994	0.000	-1.744	444.634	92.619	-1.739	27.284	-1.716	0.940	353.158	0.934	-0.112	116.518	-0.684	0.924	4.749	-45.029	100	1.152	1.293	0.064	-45.092	-44.966
192	05.04.24 04:05:00	6.970	8630272	299994	0.000	-1.744	444.917	92.678	-1.739	27.285	-1.746	1.561	32.373	1.319	0.836	117.160	-0.692	0.953	4.536	-44.533	100	1.182	1.351	0.070	-44.309	-44.756
193	05.04.24 04:10:00	6.970	8630272	299993	0.000	-1.742	444.555	92.605	-1.739	27.286	-1.774	2.727	21.302	2.541	0.991	117.856	-0.686	0.971	3.896	-44.832	100	1.191	1.329	0.059	-45.323	-44.341
194	05.04.24 04:15:00	6.970	8630272	299994	0.000	-1.746	444.953	92.683	-1.740	27.284	-1.718	4.159	47.744	2.797	3.079	121.031	-0.682	1.031	4.291	-44.768	100	1.242	1.412	0.072	-45.252	-44.285
195	05.04.24 04:20:00	6.965	8630272	299994	0.000	-1.746	444.568	92.599	-1.742	27.282	-1.755	2.706	42.242	2.003	1.819	121.242	-0.680	1.096	4.336	-45.006	100	1.295	1.495	0.084	-44.996	-45.015
196	05.04.24 04:25:00	6.965	8630272	299994	0.000	-1.747	444.718	92.629	-1.742	27.280	-1.752	4.509	37.395	3.583	2.739	122.631	-0.681	1.153	4.365	-45.098	100	1.344	1.557	0.085	-45.341	-44.854
197	05.04.24 04:30:00	6.965	8630272	299993	0.000	-1.748	444.887	92.660	-1.744	27.280	-1.714	3.570	13.403	3.473	0.828	123.783	-0.678	1.218	4.368	-44.847	100	1.399	1.749	0.093	-45.191	-44.503
198	05.04.24 04:35:00	6.976	8630272	299994	0.000	-1.745	444.605	92.607	-1.742	27.281	-1.695	4.139	26.825	3.694	1.868	124.870	-0.708	1.270	4.915	-45.186	100	1.457	1.619	0.070	-45.408	-44.964
199	05.04.24 04:40:00	6.970	8630272	299994	0.000	-1.747	444.729	92.631	-1.742	27.282	-1.727	4.737	40.562	3.599	3.080	124.432	-0.681	1.206	4.080	-45.021	100	1.389	1.576	0.083	-44.955	-45.087
200	05.04.24 04:45:00	6.970	8630272	299994	0.000	-1.747	444.711	92.625	-1.743	27.280	-1.752	3.553	22.539	3.281	1.362	125.879	-0.686	1.294	4.081	-44.557	100	1.468	1.734	0.083	-44.603	-44.512
201	05.04.24 04:50:00	6.970	8630272	299994	0.000	-1.746	444.518	92.586	-1.743	27.282	-1.770	5.528	22.887	5.093	2.150	126.594	-0.682	1.319	4.106	-44.474	100	1.489	1.772	0.088	-45.056	-43.892
202	05.04.24 04:55:00	6.976	8630272	299994	0.000	-1.750	444.754	92.628	-1.745	27.280	-1.748	3.678	37.795	2.906	2.254	127.584	-0.653	1.344	4.712	-44.663	100	1.499	1.670	0.082	-44.620	-44.707
203	05.04.24 05:00:00	6.970	8630272	299994	0.000	-1.750	444.712	92.616	-1.746	27.277	-1.718	5.013	43.061	3.663	3.423	129.606	-0.634	1.368	4.426	-44.555	100	1.511	1.663	0.067	-45.323	-43.787
204	05.04.24 05:05:00	6.970	8630272	299994	0.000	-1.754	444.805	92.627	-1.749	27.275	-1.784	5.553	34.850	4.557	3.173	130.407	-0.618	1.349	4.654	-44.473	100	1.490	1.687	0.071	-45.341	-43.606
205	05.04.24 05:10:00	6.970	8630272	299994	0.000	-1.754	444.854	92.637	-1.750	27.277	-1.770	3.519	49.120	2.303	2.660	130.343	-0.658	1.393	4.769	-44.763	100	1.547	1.718	0.073	-45.123	-44.402
206	05.04.24 05:15:00	6.976	8630272	299994	0.000	-1.751	444.602	92.590	-1.748	27.279	-1.753	5.076	23.101	4.669	1.992	129.745	-0.676	1.365	4.692	-43.727	100	1.530	1.682	0.072	-44.524	-42.931
207	05.04.24 05:20:00	6.976	8630272	299993	0.000	-1.749	444.519	92.575	-1.747	27.276	-1.742	6.769	39.503	5.223	4.306	133.732	-0.617	1.418	4.075	-44.285	100	1.553	1.740	0.070	-44.367	-44.202
208	05.04.24 05:25:00	6.970	8634368	299993	0.000	-1.746	444.240	92.526	-1.744	27.283	-1.787	5.650	20.770	5.283	2.004	132.477	-0.649	1.463	4.237	-44.258	100	1.607	1.774	0.078	-44.835	-43.681
209	05.04.24 05:30:00	6.976	8634368	299993	0.000	-1.756	444.570	92.578	-1.750	27.277	-1.714	4.833	30.724	4.155	2.469	133.794	-0.663	1.524	5.176	-44.456	100	1.667	1.834	0.072	-44.545	-44.367
210	05.04.24 05:35:00	6.970	8634368	299993	0.000	-1.751	444.464	92.562	-1.747	27.280	-1.735	5.830	28.840	5.107	2.812	133.900	-0.678	1.497	4.029	-44.657	100	1.650	1.814	0.071	-44.891	-44.423
211	05.04.24 05:40:00	6.976	8634368	299993	0.000	-1.753	444.705	92.607	-1.749	27.276	-1.787	5.906	34.984	4.839	3.386	134.729	-0.622	1.483	4.102	-44.245	100	1.614	1.783	0.066	-44.764	-43.726
212	05.04.24 05:45:00	6.965	8634368	299993	0.000	-1.748	444.278	92.528	-1.746	27.281	-1.778	5.285	29.535	4.599	2.605	133.903	-0.676	1.544	4.442	-44.341	100	1.692	1.909	0.072	-44.424	-44.257
213	05.04.24 05:50:00	6.976	8634368	299994	0.000	-1.753	444.655	92.600	-1.748	27.279	-1.765	5.929	38.132	4.664	3.661	134.830	-0.666	1.546	4.645	-44.739	100	1.689	1.842	0.067	-44.850	-44.628
214	05.04.24 05:55:00	6.965	8634368	299993	0.000	-1.757	444.506	92.559	-1.752	27.272	-1.804	4.105	41.630	3.069	2.727	134.724	-0.687	1.474	4.678	-44.949	100	1.633	1.851	0.092	-44.986	-44.913
215	05.04.24 06:00:00	6.965	8634368	299993	0.000	-1.746	444.665	92.610	-1.745	27.282	-1.733	5.289	25.289	4.782	2.260	131.387	-0.714	1.309	4.462	-44.797	100	1.498	1.694	0.082	-45.243	-44.351
216	05.04.24 06:05:00	6.970	8634368	299993	0.000	-1.740	444.266	92.546	-1.738	27.286	-1.750	4.771	18.208	4.532	1.491	130.833	-0.727	1.329	4.625	-44.696	100	1.526	1.738	0.075	-45.281	-44.111
217	05.04.24 06:10:00	6.965	8634368	299993	0.000	-1.743	444.269	92.543	-1.740	27.286	-1.733	5.132	20.081	4.820	1.762	131.404	-0.720	1.343	4.075	-44.346	100	1.537	1.714	0.071	-44.267	-44.425
218	05.04.24 06:15:00	6.965	8638464	299994	0.000	-1.751	444.188	92.508	-1.746	27.280	-1.750	5.492	31.382	4.689	2.860	130.506	-0.732	1.346	4.342	-44.456	100	1.549	1.685	0.063	-44.533	-44.378
219	05.04.24 06:20:00	6.965	8638464	299993	0.000	-1.752	444.198	92.505	-1.748	27.279	-1.757	5.265	26.082	4.728	2.315	130.062	-0.779	1.348	4.193	-44.508	100	1.572	1.748	0.076	-44.735	-44.280
220	05.04.24 06:25:00	6.970	8638464	299994	0.000	-1.755	444.116	92.483	-1.750	27.275	-1.704	4.473	25.569	4.035	1.931	131.585	-0.760	1.440	4.878	-44.701	100	1.645	1.840	0.086	-45.002	-44.401
221	05.04.24 06:30:00	6.965	8638464	299994	0.000	-1.757	444.310	92.517	-1.752	27.275	-1.746	5.263	38.222	4.135	3.256	133.036	-0.714	1.497	4.561	-44.530	100	1.672	1.872	0.078	-44.809	-44.251
222	05.04.24 06:35:00	6.970	8638464	299994	0.000	-1.758	444.269	92.511	-1.751	27.275	-1.748	4.732	26.016	4.252	2.075	132.294	-0.791	1.458	4.313	-45.181	100	1.672	1.893	0.085	-45.526	-44.837
223	05.04.24 06:40:00	6.965	8638464	299994	0.000	-1.751	444.174	92.501	-1.748	27.276	-1.744	5.430	25.562	4.898	2.343	128.384	-0.773	1.361	4.350	-44.660	100	1.586	1.826	0.090	-45.170	-44.150
224	05.04.24 06:45:00	6.965	8638464	299994	0.000	-1.758	444.297	92.510	-1.754	27.275	-1.742	4.825	28.956	4.222	2.336	130.246	-0.777	1.344	4.466	-44.692	100	1.567	1.803	0.096	-44.929	-44.454
225	05.04.24 06:50:00	6.970	8638464	299994	0.000	-1.759	444.315	92.510	-1.755	27.273	-1.753	5.248	17.562	5.003	1.583	128.353	-0.824	1.300	4.978	-44.322	100	1.557	1.794	0.103	-44.785	-43.858
226	05.04.24 06:55:00	6.970	8638464	299994	0.000	-1.757	444.242	92.502	-1.753	27.275	-1.737	6.479	18.994	6.127	2.109	127.913	-0.768	1.233	4.569	-44.882	100	1.472	1.674	0.095	-44.884	-44.880
227	05.04.24 07:00:00	6.965	8638464	299994	0.000	-1.750	444.141	92.488	-1.750	27.280	-1.716	5.771	355.754	5.756	-0.427	127.134	-0.816	1.156	3.943	-44.465	100	1.434	1.646	0.095	-44.636	-44.293
228	05.04.24 07:05:00	6.970	8638464	299994	0.000	-1.756	444.219	92.497	-1.753	27.280	-1.723	6.289	17.814	5.987	1.924	126.467	-0.799	1.078	4.275	-44.527	100	1.358	1.547	0.080	-44.990	-44.064
229	05.04.24 07:10:00	6.970	8638464	299994	0.000	-1.761	444.173	92.478	-1.756	27.273	-1.782	7.297	14.203	7.074	1.790	128.112	-0.666	1.186	4.190	-44.730	100	1.365	1.553	0.085	-45.069	-44.391
